
classifier,mean_accuracy,std_accuracy
AdaBoost,0.8151724137931036,0.07588609859759986
DecisionTree,0.8320689655172414,0.059019267026126546
KNN,0.7916091954022988,0.06196894879169727
LDA,0.8117241379310345,0.07879693896447014
RandomForest,0.8085057471264369,0.07546079872538251
QDA,0.8183908045977011,0.05969712607991346
SVM,0.7983908045977012,0.056856946624334874
