
classifier,mean_accuracy,std_accuracy
AdaBoost,0.6102298850574712,0.10890517995804311
DecisionTree,0.5326436781609196,0.1139406914723906
KNN,0.5491954022988506,0.10761567530404416
LDA,0.5254022988505747,0.0752473351555497
RandomForest,0.5657471264367817,0.0577551608731018
QDA,0.4780459770114943,0.08656851358276395
SVM,0.5118390804597701,0.06779475604367009
