
classifier,mean_accuracy,std_accuracy
AdaBoost,0.9059770114942529,0.05934820140861313
DecisionTree,0.8582758620689657,0.048363494627978114
KNN,0.9093103448275862,0.04971168027768907
LDA,0.8550574712643678,0.054462506542023996
RandomForest,0.8886206896551723,0.05070633343051901
QDA,0.8655172413793103,0.06174885525776227
SVM,0.9191954022988507,0.0564789036806876
