
classifier,mean_accuracy,std_accuracy
AdaBoost,0.8954022988505749,0.029232486177493036
DecisionTree,0.9190804597701151,0.043323423361485286
KNN,0.9358620689655173,0.04385565870409348
LDA,0.855287356321839,0.06958239436069752
RandomForest,0.9222988505747127,0.04343306916273857
QDA,0.8420689655172413,0.07342335842693332
SVM,0.9360919540229885,0.023269546468275063
