
classifier,mean_accuracy,std_accuracy
AdaBoost,0.8718390804597702,0.0540700455361678
DecisionTree,0.8078160919540232,0.05876205627356561
KNN,0.8347126436781609,0.05367163808850734
LDA,0.8549425287356323,0.06414122679292354
RandomForest,0.8379310344827587,0.05899139043841998
QDA,0.8517241379310345,0.0524495743968064
SVM,0.8616091954022987,0.05378327840327267
