
classifier,mean_accuracy,std_accuracy
AdaBoost,0.8857471264367816,0.06996819011868614
DecisionTree,0.8854022988505748,0.06432890860232211
KNN,0.902183908045977,0.03539203463683935
LDA,0.8250574712643678,0.04387674156381292
RandomForest,0.892183908045977,0.05750987208963245
QDA,0.8686206896551724,0.06070238894624503
SVM,0.8283908045977011,0.040446216381835855
