
classifier,mean_accuracy,std_accuracy
AdaBoost,0.7917241379310344,0.04756399059388819
DecisionTree,0.767816091954023,0.04544229287533519
KNN,0.7650574712643678,0.0631121364117244
LDA,0.767816091954023,0.037185284843668266
RandomForest,0.7847126436781611,0.04246360343392917
QDA,0.7883908045977011,0.04566112750688663
SVM,0.7779310344827587,0.05406405873426973
