
classifier,mean_accuracy,std_accuracy
AdaBoost,0.9049425287356321,0.05699584972594317
DecisionTree,0.8579310344827586,0.05457095533648255
KNN,0.8848275862068965,0.032055573358259065
LDA,0.8611494252873564,0.06900152316795588
RandomForest,0.8981609195402299,0.057319800410425614
QDA,0.8440229885057471,0.07605174824172208
SVM,0.8611494252873564,0.06900152316795588
