
classifier,mean_accuracy,std_accuracy
AdaBoost,0.8244827586206898,0.06805927564984637
DecisionTree,0.8281609195402299,0.0543381610941148
KNN,0.8111494252873562,0.05560189638156286
LDA,0.824712643678161,0.056638215328455976
RandomForest,0.824712643678161,0.07808185656400236
QDA,0.8178160919540229,0.06505229255209631
SVM,0.8279310344827587,0.05633602917653651
