
classifier,mean_accuracy,std_accuracy
AdaBoost,0.864367816091954,0.06534763285156103
DecisionTree,0.8508045977011495,0.05655546198281684
KNN,0.8578160919540231,0.05717405910679243
LDA,0.7696551724137931,0.059079118013298286
RandomForest,0.8611494252873563,0.06222797851938518
QDA,0.7797701149425287,0.0653015202379124
SVM,0.8744827586206896,0.05620865944629797
