
classifier,mean_accuracy,std_accuracy
AdaBoost,0.523448275862069,0.0845686481846562
DecisionTree,0.5302298850574713,0.06116422342764547
KNN,0.5480459770114943,0.06444740563854713
LDA,0.4424137931034483,0.04167027332785162
RandomForest,0.5440229885057472,0.06657554216159403
QDA,0.48724137931034484,0.09691563875765323
SVM,0.4393103448275862,0.07582513904323648
