
classifier,mean_accuracy,std_accuracy
AdaBoost,0.9185057471264368,0.0578183770486018
DecisionTree,0.850344827586207,0.11310111202147448
KNN,0.9186206896551724,0.05364947915702003
LDA,0.8306896551724139,0.0855454316408548
RandomForest,0.9119540229885057,0.04404324134234768
QDA,0.7833333333333333,0.09806322361148428
SVM,0.9289655172413793,0.047024841429340505
