
classifier,mean_accuracy,std_accuracy
AdaBoost,0.9024137931034483,0.04173680185257325
DecisionTree,0.8655172413793103,0.04046564743101034
KNN,0.916206896551724,0.04015247067172493
LDA,0.8726436781609195,0.053590343878927464
RandomForest,0.9157471264367816,0.05155284535999271
QDA,0.8694252873563219,0.05243496245213036
SVM,0.8891954022988505,0.05878093940524366
