
classifier,mean_accuracy,std_accuracy
AdaBoost,0.7452873563218391,0.06119693945235592
DecisionTree,0.644367816091954,0.10949529297422649
KNN,0.7385057471264369,0.03775735227667115
LDA,0.7821839080459769,0.055431027034434616
RandomForest,0.7821839080459769,0.049050301644592904
QDA,0.7556321839080459,0.06003302037607006
SVM,0.7755172413793103,0.05488923977565814
