
classifier,mean_accuracy,std_accuracy
AdaBoost,0.8525287356321838,0.05775802024048846
DecisionTree,0.8560919540229885,0.0695431746312959
KNN,0.8489655172413795,0.06374742073540053
LDA,0.8624137931034482,0.06750767585526143
RandomForest,0.8524137931034483,0.039734885732068896
QDA,0.8489655172413793,0.06374742073540052
SVM,0.8590804597701149,0.044297484604556535
