
classifier,mean_accuracy,std_accuracy
AdaBoost,0.721609195402299,0.09643369907256803
DecisionTree,0.7149425287356321,0.07140512609955746
KNN,0.734712643678161,0.1143950178475297
LDA,0.7319540229885056,0.08193040236091408
RandomForest,0.7381609195402299,0.10247150611429638
QDA,0.7388505747126436,0.09652681671068987
SVM,0.7450574712643678,0.10707043082393893
