
classifier,mean_accuracy,std_accuracy
AdaBoost,0.5534482758620689,0.10108572968363605
DecisionTree,0.5740229885057471,0.10289661335550215
KNN,0.5164367816091955,0.09550202515147395
LDA,0.5408045977011494,0.08716138261354187
RandomForest,0.5135632183908045,0.06774163065828592
QDA,0.5037931034482759,0.06143363646885384
SVM,0.5774712643678162,0.10261246001690069
