
classifier,mean_accuracy,std_accuracy
AdaBoost,0.5917241379310345,0.07136774111732269
DecisionTree,0.5612643678160918,0.08914243302177485
KNN,0.6048275862068966,0.06977645826984046
LDA,0.5006896551724138,0.0812753410790273
RandomForest,0.5983908045977011,0.11891880919937689
QDA,0.48310344827586205,0.0781052032653215
SVM,0.5039080459770114,0.10072953600591128
