
classifier,mean_accuracy,std_accuracy
AdaBoost,0.7873563218390804,0.05571334442715278
DecisionTree,0.7528735632183908,0.08216099672599919
KNN,0.7834482758620689,0.04452061117796047
LDA,0.8073563218390805,0.05243748204342545
RandomForest,0.7803448275862069,0.037758052096000576
QDA,0.6252873563218391,0.08579826523506796
SVM,0.8108045977011494,0.050205549221953846
