
classifier,mean_accuracy,std_accuracy
AdaBoost,0.8914942528735633,0.04037150769913654
DecisionTree,0.8579310344827586,0.05457095533648255
KNN,0.8882758620689655,0.052491875696498116
LDA,0.8613793103448275,0.04616398762529179
RandomForest,0.8948275862068966,0.060480416910766194
QDA,0.8372413793103449,0.0830489797810549
SVM,0.8849425287356322,0.04829898187490017
