
classifier,mean_accuracy,std_accuracy
AdaBoost,0.8010344827586208,0.0907688711909305
DecisionTree,0.7163218390804598,0.07524970542270751
KNN,0.8213793103448275,0.06078536514383356
LDA,0.824712643678161,0.056638215328455976
RandomForest,0.8345977011494252,0.04873197231974656
QDA,0.7706896551724138,0.06516795378929255
SVM,0.8179310344827586,0.06471417486602377
