
classifier,mean_accuracy,std_accuracy
AdaBoost,0.9054022988505747,0.0600722909725214
DecisionTree,0.8541379310344828,0.07789076028464252
KNN,0.9287356321839081,0.05212108223775254
LDA,0.7395402298850575,0.07410397511619872
RandomForest,0.9289655172413793,0.03890358893977903
QDA,0.8305747126436781,0.09127797460742872
SVM,0.9287356321839081,0.03908384028651504
